Time,Message,Battery V,Last TX Dur ms,Temp C,Hum %,Status,Notes
2023-10-30 01:29:17,39,3.04,4.27,-18.7,83,0x0,
2023-10-30 02:29:17,40,2.82,4.27,-17.74,82,0x0,
2023-10-30 03:29:17,41,2.69,4.27,-11.08,86,0x0,
2023-10-30 04:29:17,42,2.97,4.28,-7.03,71,0x0,
2023-10-30 05:29:17,43,2.97,4.27,-3.33,60,0x0,
2023-10-30 06:29:17,44,2.71,4.27,0.39,51,0x0,
2023-10-30 07:29:17,45,2.79,4.27,3.9,42,0x0,
2023-10-30 08:29:17,46,2.8,4.28,5.81,40,0x0,
2023-10-30 09:29:17,47,2.63,4.27,6.58,40,0x0,
2023-10-30 10:29:17,48,2.99,4.27,7.83,37,0x0,
2023-10-30 11:29:17,49,2.92,4.27,3.11,48,0x2,RFM95_NO_REPLY
2023-10-30 12:29:17,50,2.59,4.27,-2.98,65,0x0,
2023-10-30 13:29:17,51,2.84,4.28,-6.05,82,0x0,
2023-10-30 14:29:17,52,2.74,4.27,-8.39,88,0x0,
2023-10-30 15:29:17,53,2.88,4.27,-9.03,89,0x0,
2023-10-30 16:29:17,54,2.82,4.28,-10.27,90,0x0,
2023-10-30 17:29:17,55,2.76,4.27,-11.13,90,0x0,
2023-10-30 18:29:17,56,2.74,4.27,-11.79,91,0x0,
2023-10-30 19:29:17,57,2.43,4.27,-10.53,90,0x0,
2023-10-30 20:29:17,58,2.7,4.27,-11.34,89,0x0,
2023-10-30 21:29:17,59,2.9,4.27,-13.02,87,0x0,
2023-10-30 22:29:17,60,2.99,4.28,-13.2,88,0x0,
2023-10-30 23:29:17,61,3.01,4.27,-14.02,86,0x0,
2023-10-31 00:29:17,62,2.71,4.27,-14.22,86,0x0,
2023-10-31 01:29:17,63,2.58,4.28,-14.05,85,0x0,
2023-10-31 02:29:17,64,2.82,4.27,-14.79,85,0x0,
2023-10-31 03:29:17,65,2.72,4.27,-8.03,88,0x0,
2023-10-31 04:29:17,66,2.81,4.27,-3.47,75,0x0,
2023-10-31 05:29:17,67,2.74,4.27,-0.26,62,0x0,
2023-10-31 06:29:17,68,2.81,4.28,3.59,51,0x0,
2023-10-31 07:29:17,69,2.86,4.27,5.81,46,0x0,
2023-10-31 08:29:17,70,2.9,4.27,8.52,39,0x0,
2023-10-31 09:29:17,71,2.84,4.27,8.91,38,0x0,
2023-10-31 10:29:17,72,2.65,4.28,9.55,38,0x0,
2023-10-31 11:29:17,73,2.77,4.27,5.85,49,0x2,RFM95_NO_REPLY
2023-10-31 12:29:17,74,2.7,4.27,-1.88,80,0x0,
2023-10-31 13:29:17,75,2.86,4.27,-1.67,77,0x0,
2023-10-31 14:29:17,76,2.7,4.28,-4.44,86,0x0,
2023-10-31 15:29:17,77,3.04,4.27,-5.01,87,0x0,
2023-10-31 16:29:17,78,2.55,4.27,-5.7,88,0x0,
2023-10-31 17:29:17,79,2.59,4.28,-5.95,90,0x0,
2023-10-31 18:29:17,80,2.6,4.27,-5.55,89,0x0,
2023-10-31 19:29:17,81,2.89,4.27,-6.2,92,0x0,
2023-10-31 20:29:17,82,2.65,4.27,-6.36,92,0x0,
2023-10-31 21:29:17,83,2.79,4.27,-7.62,91,0x0,
2023-10-31 22:29:17,84,3.04,4.27,-8.38,92,0x0,
2023-10-31 23:29:17,85,2.56,4.27,-9.47,93,0x0,
2023-11-01 00:29:17,86,2.69,4.27,-10.91,89,0x0,
2023-11-01 01:29:17,87,2.89,4.27,-11.31,89,0x0,
2023-11-01 02:29:17,88,2.7,4.27,-11.24,88,0x0,
2023-11-01 03:29:17,89,2.71,4.28,-6.44,88,0x0,
2023-11-01 04:29:17,90,2.83,4.27,-0.6,72,0x0,
2023-11-01 05:29:17,91,2.8,4.28,2.93,58,0x0,
2023-11-01 06:29:17,92,2.57,4.27,6.46,48,0x0,
2023-11-01 07:29:17,93,2.86,4.27,9.18,43,0x0,
2023-11-01 08:29:17,94,2.89,4.27,12.94,30,0x0,
2023-11-01 09:29:17,95,2.8,4.27,9.53,35,0x0,
2023-11-01 10:29:17,96,2.53,4.27,9.38,38,0x0,
2023-11-01 11:29:17,97,2.65,4.27,8.38,38,0x2,RFM95_NO_REPLY
2023-11-01 12:29:17,98,3.09,4.27,4.89,48,0x0,
2023-11-01 13:29:17,99,2.65,4.27,3.36,56,0x0,
2023-11-01 14:29:17,100,2.78,4.28,-0.86,77,0x0,
2023-11-01 15:29:17,101,2.63,4.27,-1.11,77,0x0,
2023-11-01 16:29:17,102,2.9,4.28,-1.84,80,0x0,
2023-11-01 17:29:17,103,2.83,4.27,-2.47,82,0x0,
2023-11-01 18:29:17,104,2.76,4.27,-1.51,82,0x0,
2023-11-01 19:29:17,105,2.74,4.27,-0.74,81,0x0,
2023-11-01 20:29:17,106,2.91,4.27,-0.72,83,0x0,
2023-11-01 21:29:17,107,2.56,4.27,-0.43,82,0x0,
2023-11-01 22:29:17,108,2.96,4.27,0.11,81,0x0,
2023-11-01 23:29:17,109,2.83,4.27,0.63,82,0x0,
2023-11-02 00:29:17,110,2.67,4.27,2.28,91,0x0,
2023-11-02 01:29:17,111,2.9,4.28,1.01,94,0x0,
2023-11-02 02:29:17,112,2.71,4.27,0.72,94,0x0,
2023-11-02 03:29:17,113,2.72,4.27,1.89,92,0x0,
2023-11-02 04:29:17,114,2.59,4.27,5.88,77,0x0,
2023-11-02 05:29:17,115,2.5,4.27,10.61,56,0x0,
2023-11-02 06:29:17,116,2.84,4.28,9.7,61,0x0,
2023-11-02 07:29:17,117,2.72,4.27,9.68,60,0x0,
2023-11-02 08:29:17,118,2.8,4.27,9.39,64,0x0,
2023-11-02 09:29:17,119,2.79,4.27,9.18,66,0x0,
2023-11-02 10:29:17,120,2.7,4.27,8.89,65,0x0,
2023-11-02 11:29:17,121,2.85,4.28,8.33,67,0x2,RFM95_NO_REPLY
2023-11-02 12:29:17,122,2.75,4.27,7.87,68,0x0,
2023-11-02 13:29:17,123,2.59,4.27,7.69,70,0x0,
2023-11-02 14:29:17,124,2.81,4.28,7.94,70,0x0,
2023-11-02 15:29:17,125,2.65,4.27,7.98,70,0x0,
2023-11-02 16:29:17,126,2.44,4.28,7.44,73,0x0,
2023-11-02 17:29:17,127,2.59,4.27,6.6,75,0x0,
2023-11-02 18:29:17,128,2.57,4.28,7.74,71,0x0,
2023-11-02 19:29:17,129,2.84,4.27,6.71,74,0x0,
2023-11-02 20:29:17,130,2.81,4.28,4.81,80,0x0,
2023-11-02 21:29:17,131,2.73,4.27,4.03,81,0x0,
2023-11-02 22:29:17,132,2.64,4.27,2.72,83,0x0,
2023-11-02 23:29:17,133,2.85,4.28,0.77,88,0x0,
2023-11-03 00:29:17,134,2.79,4.27,3.75,74,0x0,
2023-11-03 01:29:17,135,2.99,4.27,1.49,79,0x0,
2023-11-03 02:29:17,136,2.79,4.28,1.36,75,0x0,
2023-11-03 03:29:17,137,2.77,4.27,6.78,60,0x0,
2023-11-03 04:29:17,138,2.83,4.27,8.74,52,0x0,
2023-11-03 05:29:17,139,2.89,4.28,10.61,46,0x0,
2023-11-03 06:29:17,140,2.65,4.27,9.3,51,0x0,
2023-11-03 07:29:17,141,2.81,4.27,9.41,53,0x0,
2023-11-03 08:29:17,142,2.77,4.27,12.56,49,0x0,
2023-11-03 09:29:17,143,2.71,4.27,11.1,52,0x0,
2023-11-03 10:29:17,144,2.71,4.28,11.54,48,0x0,
2023-11-03 12:29:17,146,2.65,4.27,6.12,63,0x0,
2023-11-03 13:29:17,147,2.85,4.27,3.14,74,0x0,
2023-11-03 14:29:17,148,2.61,4.27,1.04,83,0x0,
2023-11-03 15:29:17,149,2.61,4.27,0.07,84,0x0,
2023-11-03 16:29:17,150,2.68,4.28,-1.82,89,0x0,
2023-11-03 17:29:17,151,2.82,4.27,-3.42,91,0x0,
2023-11-03 18:29:17,152,2.68,4.28,-2.97,90,0x0,
2023-11-03 19:29:17,153,2.74,4.27,-4.36,92,0x0,
2023-11-03 20:29:17,154,2.96,4.27,-4.17,94,0x0,
2023-11-03 21:29:17,155,2.97,4.27,-4.9,92,0x0,
2023-11-03 22:29:17,156,2.69,4.27,-5.01,94,0x0,
2023-11-03 23:29:17,157,2.79,4.27,-5.73,94,0x0,
2023-11-04 00:29:17,158,2.69,4.27,-4.39,94,0x0,
2023-11-04 01:29:17,159,2.75,4.27,-2.5,93,0x0,
2023-11-04 02:29:17,160,2.76,4.28,-1.97,93,0x0,
2023-11-04 03:29:17,161,2.6,4.27,-0.23,91,0x0,
2023-11-04 04:29:17,162,2.89,4.28,1.17,89,0x0,
2023-11-04 05:29:17,163,2.9,4.27,3.21,82,0x0,
2023-11-04 06:29:17,164,2.75,4.27,5.03,73,0x0,
2023-11-04 07:29:17,165,2.75,4.28,6.3,70,0x0,
2023-11-04 08:29:17,166,2.74,4.27,10.0,59,0x0,
2023-11-04 09:29:17,167,2.74,4.27,10.79,57,0x0,
2023-11-04 10:29:17,168,2.69,4.28,9.76,65,0x0,
2023-11-04 11:29:17,169,2.83,4.27,8.43,72,0x2,RFM95_NO_REPLY
2023-11-04 12:29:17,170,2.62,4.27,7.93,73,0x0,
2023-11-04 13:29:17,171,2.87,4.27,9.04,66,0x0,
2023-11-04 14:29:17,172,2.59,4.27,6.47,75,0x0,
2023-11-04 15:29:17,173,2.49,4.27,6.28,77,0x0,
2023-11-04 16:29:17,174,2.76,4.28,4.48,86,0x0,
2023-11-04 17:29:17,175,2.64,4.27,3.64,87,0x0,
2023-11-04 18:29:17,176,2.83,4.27,6.78,77,0x0,
2023-11-04 19:29:17,177,2.73,4.27,3.5,87,0x0,
2023-11-04 20:29:17,178,2.81,4.27,4.41,86,0x0,
2023-11-04 21:29:17,179,2.82,4.27,6.83,83,0x0,
2023-11-04 22:29:17,180,2.73,4.27,4.26,90,0x0,
2023-11-04 23:29:17,181,2.86,4.27,6.34,84,0x0,
2023-11-05 00:29:17,182,2.83,4.27,4.87,94,0x0,
2023-11-05 01:29:17,183,2.63,4.28,4.03,94,0x0,
2023-11-05 01:29:17,184,2.91,4.27,3.62,95,0x0,
2023-11-05 02:29:17,185,2.91,4.28,4.1,92,0x0,
2023-11-05 03:29:17,186,2.78,4.27,5.33,84,0x0,
2023-11-05 04:29:17,187,2.79,4.28,7.67,79,0x0,
2023-11-05 05:29:17,188,2.75,4.27,10.67,59,0x0,
2023-11-05 06:29:17,189,2.77,4.28,8.59,59,0x0,
2023-11-05 07:29:17,190,2.55,4.27,8.67,58,0x0,
2023-11-05 08:29:17,191,2.69,4.27,9.59,59,0x0,
2023-11-05 09:29:17,192,2.5,4.27,8.66,55,0x0,
2023-11-05 10:29:17,193,2.67,4.27,7.46,62,0x2,RFM95_NO_REPLY
2023-11-05 11:29:17,194,2.87,4.27,4.91,67,0x0,
2023-11-05 12:29:17,195,2.97,4.27,5.63,64,0x0,
2023-11-05 13:29:17,196,2.84,4.27,3.07,72,0x0,
2023-11-05 14:29:17,197,2.46,4.27,1.44,79,0x0,
2023-11-05 15:29:17,198,2.58,4.27,-0.37,85,0x0,
2023-11-05 16:29:17,199,2.47,4.27,-1.12,87,0x0,
2023-11-05 17:29:17,200,2.79,4.28,-1.09,90,0x0,
2023-11-05 18:29:17,201,2.51,4.27,-0.77,89,0x0,
2023-11-05 19:29:17,202,2.94,4.27,-1.98,92,0x0,
2023-11-05 20:29:17,203,2.73,4.27,-1.61,92,0x0,
2023-11-05 21:29:17,204,2.56,4.27,-0.98,91,0x0,
2023-11-05 22:29:17,205,2.86,4.28,-0.01,89,0x0,
2023-11-05 23:29:17,206,2.58,4.27,-1.35,93,0x0,
2023-11-06 00:29:17,207,2.83,4.27,-1.11,93,0x0,
2023-11-06 01:29:17,208,2.91,4.27,-1.64,93,0x0,
2023-11-06 02:29:17,209,2.67,4.27,1.34,87,0x0,
2023-11-06 03:29:17,210,2.67,4.27,4.69,75,0x0,
2023-11-06 04:29:17,211,2.78,4.27,6.77,67,0x0,
2023-11-06 05:29:17,212,2.72,4.27,8.54,60,0x0,
2023-11-06 06:29:17,213,2.6,4.27,8.93,57,0x0,
2023-11-06 07:29:17,214,2.74,4.27,9.62,59,0x0,
2023-11-06 08:29:17,215,2.86,4.27,10.69,53,0x0,
2023-11-06 09:29:17,216,2.45,4.28,4.36,94,0x0,
2023-11-06 10:29:17,217,2.9,4.27,3.81,96,0x2,RFM95_NO_REPLY
2023-11-06 11:29:17,218,2.84,4.27,3.47,96,0x0,
2023-11-06 12:29:17,219,3.03,4.27,2.83,96,0x0,
2023-11-06 13:29:17,220,2.71,4.27,3.47,83,0x0,
2023-11-06 14:29:17,221,2.78,4.27,2.45,79,0x0,
2023-11-06 15:29:17,222,2.82,4.27,2.25,81,0x0,
2023-11-06 16:29:17,223,2.91,4.28,2.07,81,0x0,
2023-11-06 17:29:17,224,2.67,4.27,0.81,86,0x0,
2023-11-06 18:29:17,225,3.01,4.27,-0.5,87,0x0,
2023-11-06 19:29:17,226,2.9,4.28,0.62,80,0x0,
2023-11-06 20:29:17,227,2.63,4.27,1.34,75,0x0,
2023-11-06 21:29:17,228,2.57,4.27,1.55,72,0x0,
2023-11-06 22:29:17,229,2.69,4.27,1.04,73,0x0,
2023-11-06 23:29:17,230,2.71,4.27,-0.78,79,0x0,
2023-11-07 00:29:17,231,2.87,4.28,-1.87,82,0x0,
2023-11-07 01:29:17,232,2.89,4.27,0.1,74,0x0,
2023-11-07 02:29:17,233,2.96,4.27,3.82,59,0x0,
2023-11-07 03:29:17,234,2.85,4.28,3.89,58,0x0,
2023-11-07 04:29:17,235,2.54,4.27,4.73,52,0x0,
2023-11-07 05:29:17,236,2.86,4.28,4.69,52,0x0,
2023-11-07 06:29:17,237,2.87,4.27,5.97,46,0x0,
2023-11-07 07:29:17,238,2.62,4.27,5.0,49,0x0,
2023-11-07 08:29:17,239,2.91,4.27,5.31,51,0x0,
2023-11-07 09:29:17,240,2.76,4.27,5.94,48,0x0,
2023-11-07 10:29:17,241,2.82,4.27,5.64,51,0x2,RFM95_NO_REPLY
2023-11-07 11:29:17,242,2.9,4.27,3.4,59,0x0,
2023-11-07 12:29:17,243,2.84,4.27,1.58,65,0x0,
2023-11-07 13:29:17,244,2.69,4.27,1.87,67,0x0,
2023-11-07 14:29:17,245,2.81,4.27,2.07,65,0x0,
2023-11-07 15:29:17,246,2.69,4.27,2.28,65,0x0,
2023-11-07 16:29:17,247,2.74,4.27,1.89,68,0x0,
2023-11-07 17:29:17,248,2.72,4.27,0.57,86,0x0,
2023-11-07 18:29:17,249,2.52,4.27,0.1,91,0x0,
2023-11-07 19:29:17,250,2.84,4.27,-0.79,92,0x0,
2023-11-07 20:29:17,251,2.89,4.27,-1.42,90,0x0,
2023-11-07 21:29:17,252,2.71,4.28,-1.42,90,0x0,
2023-11-07 22:29:17,253,2.85,4.27,-1.32,90,0x0,
2023-11-07 23:29:17,254,2.8,4.27,-0.93,90,0x0,
2023-11-08 00:29:17,255,2.77,4.28,-0.81,88,0x0,
2023-11-08 01:29:17,256,2.79,4.27,-1.71,89,0x0,
2023-11-08 02:29:17,257,2.7,4.27,-2.25,88,0x0,
2023-11-08 03:29:17,258,2.95,4.27,1.86,67,0x0,
2023-11-08 04:29:17,259,2.71,4.27,3.92,53,0x0,
2023-11-08 05:29:17,260,2.68,4.28,6.25,43,0x0,
2023-11-08 06:29:17,261,2.64,4.27,7.63,39,0x0,
2023-11-08 07:29:17,262,2.66,4.27,8.21,35,0x0,
2023-11-08 08:29:17,263,2.74,4.28,7.91,37,0x0,
2023-11-08 09:29:17,264,2.75,4.27,3.69,45,0x0,
2023-11-08 10:29:17,265,2.7,4.28,6.12,41,0x2,RFM95_NO_REPLY
2023-11-08 11:29:17,266,2.74,4.28,0.74,53,0x0,
2023-11-08 12:29:17,267,2.64,4.27,-0.36,59,0x0,
2023-11-08 13:29:17,268,2.81,4.27,-0.88,61,0x0,
2023-11-08 14:29:17,269,2.84,4.27,-1.25,62,0x0,
2023-11-08 15:29:17,270,2.58,4.27,-2.6,68,0x0,
2023-11-08 16:29:17,271,2.73,4.27,-3.4,70,0x0,
2023-11-08 17:29:17,272,2.75,4.27,-3.32,70,0x0,
2023-11-08 18:29:17,273,2.8,4.27,-6.56,81,0x0,
2023-11-08 19:29:17,274,2.82,4.27,-7.62,85,0x0,
2023-11-08 20:29:17,275,2.71,4.27,-8.26,88,0x0,
2023-11-08 21:29:17,276,2.69,4.27,-8.76,89,0x0,
2023-11-08 22:29:17,277,2.63,4.27,-8.3,87,0x0,
2023-11-08 23:29:17,278,2.7,4.27,-8.93,88,0x0,
2023-11-09 00:29:17,279,2.82,4.27,-9.75,88,0x0,
2023-11-09 01:29:17,280,2.84,4.27,-9.45,89,0x0,
2023-11-09 02:29:17,281,2.73,4.27,-5.7,83,0x0,
2023-11-09 03:29:17,282,2.52,4.27,-2.36,73,0x0,
2023-11-09 04:29:17,283,2.78,4.27,2.73,57,0x0,
2023-11-09 05:29:17,284,2.89,4.28,6.05,33,0x0,
2023-11-09 06:29:17,285,2.58,4.27,8.72,30,0x0,
2023-11-09 07:29:17,286,2.64,4.27,8.17,25,0x0,
2023-11-09 08:29:17,287,2.68,4.28,8.79,23,0x0,
2023-11-09 09:29:17,288,2.88,4.27,6.78,28,0x0,
2023-11-09 10:29:17,289,2.64,4.27,5.52,30,0x2,RFM95_NO_REPLY
2023-11-09 11:29:17,290,2.85,4.28,1.73,38,0x0,
2023-11-09 12:29:17,291,2.96,4.27,0.55,40,0x0,
2023-11-09 13:29:17,292,2.78,4.27,-2.85,61,0x0,
2023-11-09 14:29:17,293,2.64,4.27,-4.23,66,0x0,
2023-11-09 15:29:17,294,2.84,4.27,-4.11,70,0x0,
2023-11-09 16:29:17,295,2.7,4.28,-3.8,68,0x0,
2023-11-09 17:29:17,296,2.81,4.27,-5.08,71,0x0,
2023-11-09 18:29:17,297,2.59,4.27,-6.05,73,0x0,
2023-11-09 19:29:17,298,2.42,4.27,-4.4,68,0x0,
2023-11-09 20:29:17,299,2.59,4.27,-5.22,76,0x0,
2023-11-09 21:29:17,300,2.82,4.27,-3.53,69,0x0,
2023-11-09 22:29:17,301,2.77,4.27,-4.88,76,0x0,
2023-11-09 23:29:17,302,2.68,4.27,-3.98,77,0x0,
2023-11-10 00:29:17,303,3.01,4.27,-3.38,73,0x0,
2023-11-10 01:29:17,304,2.91,4.27,-3.22,72,0x0,
2023-11-10 02:29:17,305,2.53,4.27,-1.23,67,0x0,
2023-11-10 03:29:17,306,2.56,4.27,0.43,64,0x0,
2023-11-10 04:29:17,307,2.85,4.27,2.44,47,0x0,
2023-11-10 05:29:17,308,2.58,4.27,4.03,43,0x0,
2023-11-10 06:29:17,309,2.41,4.27,3.96,48,0x0,
2023-11-10 07:29:17,310,2.78,4.27,4.16,48,0x0,
2023-11-10 08:29:17,311,2.93,4.27,4.14,52,0x0,
2023-11-10 09:29:17,312,2.55,4.27,5.89,50,0x0,
2023-11-10 10:29:17,313,2.97,4.27,1.59,69,0x2,RFM95_NO_REPLY
2023-11-10 11:29:17,314,2.97,4.27,1.07,66,0x0,
2023-11-10 12:29:17,315,2.95,4.27,-0.75,73,0x0,
2023-11-10 13:29:17,316,2.82,4.28,-0.81,62,0x0,
2023-11-10 14:29:17,317,2.63,4.27,-3.02,73,0x0,
2023-11-10 15:29:17,318,2.57,4.27,-3.07,74,0x0,
2023-11-10 16:29:17,319,3.05,4.28,-1.27,70,0x0,
2023-11-10 17:29:17,320,2.57,4.27,-2.26,75,0x0,
2023-11-10 18:29:17,321,2.76,4.27,-2.73,80,0x0,
2023-11-10 19:29:17,322,2.46,4.27,-1.22,71,0x0,
2023-11-10 20:29:17,323,2.59,4.27,0.48,61,0x0,
2023-11-10 21:29:17,324,2.73,4.27,1.62,57,0x0,
2023-11-10 22:29:17,325,2.69,4.27,0.08,60,0x0,
2023-11-10 23:29:17,326,2.77,4.28,1.3,57,0x0,
2023-11-11 00:29:17,327,2.78,4.27,1.96,55,0x0,
2023-11-11 01:29:17,328,2.74,4.27,2.42,55,0x0,
2023-11-11 02:29:17,329,2.99,4.27,2.93,55,0x0,
2023-11-11 03:29:17,330,2.58,4.27,5.85,49,0x0,
2023-11-11 04:29:17,331,2.71,4.27,7.43,50,0x0,
2023-11-11 05:29:17,332,2.76,4.27,8.01,48,0x0,
2023-11-11 06:29:17,333,2.58,4.28,8.87,45,0x0,
2023-11-11 07:29:17,334,2.82,4.27,9.93,43,0x0,
2023-11-11 08:29:17,335,2.77,4.27,9.43,42,0x0,
2023-11-11 09:29:17,336,2.76,4.27,9.05,41,0x0,
2023-11-11 10:29:17,337,2.66,4.27,8.5,42,0x2,RFM95_NO_REPLY
2023-11-11 11:29:17,338,2.77,4.27,7.19,42,0x0,
2023-11-11 12:29:17,339,3.04,4.27,7.61,42,0x0,
2023-11-11 13:29:17,340,2.8,4.27,7.12,44,0x0,
2023-11-11 14:29:17,341,2.34,4.27,5.77,47,0x0,
2023-11-11 15:29:17,342,2.78,4.28,4.77,47,0x0,
2023-11-11 16:29:17,343,2.8,4.27,4.69,49,0x0,
2023-11-11 17:29:17,344,2.68,4.27,3.93,50,0x0,
2023-11-11 18:29:17,345,2.55,4.28,3.62,53,0x0,
2023-11-11 19:29:17,346,2.78,4.27,2.71,55,0x0,
2023-11-11 20:29:17,347,3.05,4.27,2.79,55,0x0,
2023-11-11 21:29:17,348,2.63,4.27,2.69,55,0x0,
2023-11-11 22:29:17,349,2.96,4.27,3.14,53,0x0,
2023-11-11 23:29:17,350,2.94,4.27,2.71,55,0x0,
2023-11-12 00:29:17,351,2.62,4.27,2.09,59,0x0,
2023-11-12 01:29:17,352,2.53,4.27,-0.05,65,0x0,
2023-11-12 02:29:17,353,2.64,4.28,0.94,66,0x0,
2023-11-12 03:29:17,354,3.0,4.27,6.22,46,0x0,
2023-11-12 04:29:17,355,2.61,4.27,9.92,32,0x0,
2023-11-12 05:29:17,356,2.82,4.27,11.34,30,0x0,
2023-11-12 06:29:17,357,2.45,4.27,11.0,28,0x0,
2023-11-12 07:29:17,358,2.68,4.27,10.76,29,0x0,
2023-11-12 08:29:17,359,2.78,4.27,13.49,22,0x0,
2023-11-12 09:29:17,360,2.86,4.28,12.43,21,0x0,
2023-11-12 10:29:17,361,2.71,4.27,8.1,31,0x2,RFM95_NO_REPLY
2023-11-12 11:29:17,362,2.97,4.27,4.09,44,0x0,
2023-11-12 12:29:17,363,2.7,4.27,1.8,51,0x0,
2023-11-12 13:29:17,364,2.96,4.27,-0.16,56,0x0,
2023-11-12 14:29:17,365,2.81,4.27,-0.34,62,0x0,
2023-11-12 15:29:17,366,2.66,4.27,0.14,63,0x0,
2023-11-12 16:29:17,367,2.83,4.27,-0.06,66,0x0,
2023-11-12 17:29:17,368,2.62,4.27,1.08,60,0x0,
2023-11-12 18:29:17,369,2.5,4.27,-0.93,67,0x0,
2023-11-12 19:29:17,370,2.81,4.27,-1.25,72,0x0,
2023-11-12 20:29:17,371,2.65,4.27,-2.33,74,0x0,
2023-11-12 21:29:17,372,2.72,4.27,-3.07,78,0x0,
2023-11-12 22:29:17,373,2.89,4.27,-2.85,80,0x0,
2023-11-12 23:29:17,374,2.81,4.27,-2.19,80,0x0,
2023-11-13 00:29:17,375,2.64,4.27,-1.82,80,0x0,
2023-11-13 01:29:17,376,2.77,4.27,-2.49,82,0x0,
2023-11-13 02:29:17,377,2.76,4.27,-1.98,83,0x0,
2023-11-13 03:29:17,378,2.69,4.27,0.8,74,0x0,
2023-11-13 04:29:17,379,2.59,4.28,4.46,57,0x0,
2023-11-13 05:29:17,380,2.57,4.27,6.37,49,0x0,
2023-11-13 06:29:17,381,2.4,4.27,9.34,41,0x0,
2023-11-13 07:29:17,382,2.79,4.27,16.61,26,0x0,
2023-11-13 08:29:17,383,2.83,4.27,13.49,28,0x0,
2023-11-13 09:29:17,384,2.93,4.28,12.98,28,0x0,
2023-11-13 10:29:17,385,2.81,4.27,9.3,34,0x2,RFM95_NO_REPLY
2023-11-13 11:29:17,386,2.73,4.27,7.84,36,0x0,
2023-11-13 12:29:17,387,2.83,4.28,7.25,37,0x0,
2023-11-13 13:29:17,388,2.68,4.27,5.74,39,0x0,
2023-11-13 14:29:17,389,2.87,4.27,1.67,53,0x0,
2023-11-13 15:29:17,390,2.77,4.27,-1.42,65,0x0,
2023-11-13 16:29:17,391,2.61,4.27,-1.03,63,0x0,
2023-11-13 17:29:17,392,2.85,4.27,-3.91,75,0x0,
2023-11-13 18:29:17,393,2.71,4.27,-3.28,73,0x0,
2023-11-13 19:29:17,394,2.6,4.27,-4.0,76,0x0,
2023-11-13 20:29:17,395,2.73,4.27,-5.24,80,0x0,
2023-11-13 21:29:17,396,2.46,4.27,-5.35,80,0x0,
2023-11-13 22:29:17,397,2.72,4.27,-4.54,79,0x0,
2023-11-13 23:29:17,398,2.76,4.27,-6.65,84,0x0,
