# Start Log
3, 1, 1619646643, 426, 0, 1779, 3362, 0x00
3, 2, 1619724965, 346, 386, 1784, 3361, 0x00
3, 3, 1619725266, 345, 386, 1798, 3320, 0x00
3, 4, 1619725567, 345, 386, 1770, 8376, 0x00
3, 5, 1619725868, 345, 386, 1567, 9564, 0x02
3, 6, 1619726169, 344, 387, 1538, 9758, 0x02
3, 7, 1619726470, 344, 386, 1521, 9836, 0x02
3, 8, 1619726771, 344, 386, 1507, 9882, 0x02
3, 9, 1619727072, 344, 386, 1495, 9917, 0x02
3, 10, 1619727373, 343, 386, 1485, 9946, 0x02
3, 11, 1619727674, 344, 386, 1473, 9969, 0x02
3, 12, 1619727975, 343, 386, 1464, 9989, 0x02
3, 13, 1619728276, 343, 386, 1454, 9999, 0x02
3, 14, 1619728577, 343, 386, 1444, 9999, 0x02
3, 15, 1619728878, 343, 386, 1433, 9999, 0x02
3, 16, 1619729179, 343, 386, 1423, 9999, 0x02
3, 17, 1619729480, 343, 386, 1415, 9999, 0x02
3, 18, 1619729781, 343, 386, 1404, 9999, 0x02
3, 19, 1619730082, 343, 386, 1395, 9999, 0x02
3, 20, 1619730383, 344, 386, 1385, 9999, 0x02
3, 21, 1619730684, 343, 386, 1375, 9999, 0x02
3, 22, 1619730985, 343, 386, 1366, 9999, 0x02
3, 23, 1619731286, 344, 386, 1357, 9999, 0x02
3, 24, 1619731587, 344, 386, 1347, 9999, 0x02
3, 25, 1619731888, 343, 386, 1335, 9999, 0x02
3, 26, 1619732189, 343, 386, 1328, 9999, 0x00
3, 27, 1619732490, 344, 386, 1323, 9999, 0x00
3, 28, 1619732791, 344, 386, 1313, 9999, 0x00
3, 29, 1619733092, 344, 386, 1303, 9999, 0x00
3, 30, 1619733393, 344, 386, 1296, 9999, 0x00
3, 31, 1619733694, 345, 386, 1286, 9999, 0x00
3, 32, 1619733995, 344, 386, 1277, 9999, 0x00
3, 33, 1619734296, 344, 386, 1272, 9999, 0x00
3, 34, 1619734597, 344, 386, 1262, 9999, 0x00
3, 35, 1619734898, 345, 386, 1253, 9999, 0x00
3, 36, 1619735199, 344, 385, 1246, 9999, 0x00
3, 37, 1619735500, 345, 385, 1239, 9999, 0x00
3, 38, 1619735801, 345, 385, 1231, 9999, 0x00
3, 39, 1619736102, 344, 385, 1225, 9999, 0x00
3, 40, 1619736403, 344, 385, 1218, 9999, 0x00
3, 41, 1619736704, 345, 385, 1210, 9999, 0x00
3, 42, 1619737005, 344, 385, 1202, 9999, 0x00
3, 43, 1619737306, 344, 385, 1195, 9999, 0x00
3, 44, 1619737607, 345, 385, 1188, 9999, 0x00
3, 45, 1619737908, 345, 385, 1183, 9999, 0x00
3, 46, 1619738209, 345, 385, 1177, 9999, 0x00
3, 47, 1619738510, 345, 385, 1171, 9999, 0x00
3, 48, 1619738811, 345, 385, 1163, 9999, 0x00
3, 49, 1619739112, 345, 385, 1156, 9999, 0x00
3, 50, 1619739413, 345, 385, 1149, 9999, 0x00
3, 51, 1619739714, 345, 385, 1144, 9999, 0x00
3, 52, 1619740015, 345, 385, 1137, 9999, 0x00
3, 53, 1619740316, 345, 385, 1132, 9999, 0x00
