Second, Volt
0.00494000000,0
0.00994000000,0
0.01494000000,0
0.01994000000,0
0.02494000000,0
0.02994000000,0
0.03494000000,0
0.03994000000,0
0.04494000000,0
0.04994000000,0
0.05494000000,0
0.05994000000,0
0.06494000000,0
0.06994000000,0
0.07494000000,0
0.07994000000,0
0.08494000000,0
0.08994000000,0
0.09494000000,0
0.09994000000,0
0.10494000000,0
0.10994000000,0
0.11494000000,0
0.11994000000,0
0.12494000000,0
0.12994000000,0
0.13494000000,0
0.13994000000,0
0.14494000000,0
0.14994000000,0
0.15494000000,0
0.15994000000,0
0.16494000000,0
0.16994000000,0
0.17494000000,0
0.17994000000,0
0.18494000000,0
0.18994000000,0
0.19494000000,0
0.19994000000,0
0.20494000000,0
0.20994000000,0
0.21494000000,0
0.21994000000,0
0.22494000000,0
0.22994000000,0
0.23494000000,0
0.23994000000,0
0.24494000000,0
0.24994000000,0
0.25494000000,0
0.25994000000,0
0.26494000000,0
0.26994000000,0
0.27494000000,0
0.27994000000,0
0.28494000000,0
0.28994000000,0
0.29494000000,0
0.29994000000,0
0.30494000000,0
0.30994000000,0
0.31494000000,0
0.31994000000,0
0.32494000000,0
0.32994000000,0
0.33494000000,0
0.33994000000,0
0.34494000000,0
0.34994000000,0
0.35494000000,0
0.35994000000,0
0.36494000000,0
0.36994000000,0
0.37494000000,0
0.37994000000,0
0.38494000000,0
0.38994000000,0
0.39494000000,0
0.39994000000,0
0.40494000000,0
0.40994000000,0
0.41494000000,0
0.41994000000,0
0.42494000000,0
0.42994000000,0
0.43494000000,0
0.43994000000,0
0.44494000000,0
0.44994000000,0
0.45494000000,0
0.45994000000,0
0.46494000000,0
0.46994000000,0
0.47494000000,0
0.47994000000,0
0.48494000000,0
0.48994000000,0
0.49494000000,0
0.49994000000,0
0.50494000000,0
0.50994000000,0
0.51494000000,0
0.51994000000,0
0.52494000000,0
0.52994000000,0
0.53494000000,0
0.53994000000,0
0.54494000000,0
0.54994000000,0
0.55494000000,0
0.55994000000,0
0.56494000000,0
0.56994000000,0
0.57494000000,0
0.57994000000,0
0.58494000000,0
0.58994000000,0
0.59494000000,0
0.59994000000,0
0.60494000000,0
0.60994000000,0
0.61494000000,0
0.61994000000,0
0.62494000000,0
0.62994000000,0
0.63494000000,0
0.63994000000,0
0.64494000000,0
0.64994000000,0
0.65494000000,0
0.65994000000,0
0.66494000000,0
0.66994000000,0
0.67494000000,0
0.67994000000,0
0.68494000000,0
0.68994000000,0
0.69494000000,0
0.69994000000,0
0.70494000000,0
0.70994000000,0
0.71494000000,0
0.71994000000,0
0.72494000000,0
0.72994000000,0
0.73494000000,0
0.73994000000,0
0.74494000000,0
0.74994000000,0
0.75494000000,0
0.75994000000,0
0.76494000000,0
0.76994000000,0
0.77494000000,0
0.77994000000,0
0.78494000000,0
0.78994000000,0
0.79494000000,0
0.79994000000,0
0.80494000000,0
0.80994000000,0
0.81494000000,0
0.81994000000,0
0.82494000000,0
0.82994000000,0
0.83494000000,0
0.83994000000,0
0.84494000000,0
0.84994000000,0
0.85494000000,0
0.85994000000,0
0.86494000000,0
0.86994000000,0
0.87494000000,0
0.87994000000,0
0.88494000000,0
0.88994000000,0
0.89494000000,0
0.89994000000,0
0.90494000000,0
0.90994000000,0
0.91494000000,0
0.91994000000,0
0.92494000000,0
0.92994000000,0
0.93494000000,0
0.93994000000,0
0.94494000000,0
0.94994000000,0
0.95494000000,0
0.95994000000,0
0.96494000000,0
0.96994000000,0
0.97494000000,0
0.97994000000,0
0.98494000000,0
0.98994000000,0
0.99494000000,0
0.99994000000,0
1.00494000000,0
1.00994000000,0
1.01494000000,0
1.01994000000,0
1.02494000000,0
1.02994000000,0
1.03494000000,0
1.03994000000,0
1.04494000000,0
1.04994000000,0
1.05494000000,0
1.05994000000,0
1.06494000000,0
1.06994000000,0
1.07494000000,0
1.07994000000,0
1.08494000000,0
1.08994000000,0
1.09494000000,0
1.09994000000,0
1.10494000000,0
1.10994000000,0
1.11494000000,0
1.11994000000,0
1.12494000000,0
1.12994000000,0
1.13494000000,0
1.13994000000,0
1.14494000000,0
1.14994000000,0
1.15494000000,0
1.15994000000,0
1.16494000000,0
1.16994000000,0
1.17494000000,0
1.17994000000,0
1.18494000000,0
1.18994000000,0
1.19494000000,0
1.19994000000,0
1.20494000000,0
1.20994000000,0
